mun,uf,regiao,porc_bf,dilma.vs.2014,pop.2011
NOVA IGUACU,RJ,Sudeste,22.2313,42.1873,799047
PARACAMBI,RJ,Sudeste,26.8805,36.7425,47635
PARAIBA DO SUL,RJ,Sudeste,14.7267,30.6722,41367
PARATY,RJ,Sudeste,20.6719,28.9098,38147
PATY DO ALFERES,RJ,Sudeste,30.1925,43.2609,26469
PETROPOLIS,RJ,Sudeste,10.6967,23.7243,296565
PINHEIRAL,RJ,Sudeste,23.4061,46.5199,22968
PIRAI,RJ,Sudeste,15.6769,38.4620,26637
PORCIUNCULA,RJ,Sudeste,24.6460,48.5117,17899
PORTO REAL,RJ,Sudeste,19.5806,29.2819,16938
QUATIS,RJ,Sudeste,14.6633,34.1709,12952
QUEIMADOS,RJ,Sudeste,32.4433,49.4373,139188
QUISSAMA,RJ,Sudeste,28.6930,47.0360,20747
RESENDE,RJ,Sudeste,6.1377,27.2503,120938
RIO BONITO,RJ,Sudeste,25.9624,34.3684,56001
RIO CLARO,RJ,Sudeste,12.8774,47.4012,17517
RIO DAS FLORES,RJ,Sudeste,26.7864,40.7767,8633
RIO DAS OSTRAS,RJ,Sudeste,11.1954,27.4504,110992
RIO DE JANEIRO,RJ,Sudeste,10.6614,29.8278,6355949
SANTA MARIA MADALENA,RJ,Sudeste,19.2374,29.6400,10310
SANTO ANTONIO DE PADUA,RJ,Sudeste,14.6367,34.9422,40735
SAO FRANCISCO DE ITABAPOANA,RJ,Sudeste,34.8077,32.3989,41371
SAO FIDELIS,RJ,Sudeste,25.5836,29.1995,37601
SAO GONCALO,RJ,Sudeste,19.8253,47.2099,1008065
SAO JOAO DA BARRA,RJ,Sudeste,29.9370,33.9962,33136
SAO JOAO DE MERITI,RJ,Sudeste,15.4100,42.0870,459379
SAO JOSE DE UBA,RJ,Sudeste,39.6499,43.3414,7049
SAO JOSE DO VALE DO RIO PRETO,RJ,Sudeste,28.0265,22.1308,20398
SAO PEDRO DA ALDEIA,RJ,Sudeste,22.5174,27.5203,89739
SAO SEBASTIAO DO ALTO,RJ,Sudeste,32.1001,49.1696,8933
SAPUCAIA,RJ,Sudeste,23.8172,39.8534,17554
SAQUAREMA,RJ,Sudeste,19.6078,32.2729,75906
SEROPEDICA,RJ,Sudeste,25.9359,38.5225,79179
SILVA JARDIM,RJ,Sudeste,39.1777,41.1551,21356
SUMIDOURO,RJ,Sudeste,33.5502,39.8275,14956
TANGUA,RJ,Sudeste,32.7086,54.7720,31091
TERESOPOLIS,RJ,Sudeste,12.6046,21.5011,165716
TRAJANO DE MORAES,RJ,Sudeste,30.7341,45.1754,10309
TRES RIOS,RJ,Sudeste,22.0259,45.6486,77851
VALENCA,RJ,Sudeste,22.6699,40.7098,72268
VARRE SAI,RJ,Sudeste,36.0449,34.1504,9600
VASSOURAS,RJ,Sudeste,14.5805,32.0109,34638
VOLTA REDONDA,RJ,Sudeste,11.5340,34.1526,259012
ADAMANTINA,SP,Sudeste,3.7518,22.5230,33821
ADOLFO,SP,Sudeste,10.6667,33.6043,3548
AGUAI,SP,Sudeste,15.2515,28.7246,32452
AGUAS DA PRATA,SP,Sudeste,4.7087,27.4913,7619
AGUAS DE LINDOIA,SP,Sudeste,6.8097,15.3221,17354
AGUAS DE SANTA BARBARA,SP,Sudeste,14.4842,29.1463,5630
AGUAS DE SAO PEDRO,SP,Sudeste,3.4343,13.5508,2771
AGUDOS,SP,Sudeste,9.7139,18.7024,34681
ALAMBARI,SP,Sudeste,12.2623,29.7893,4979
ALFREDO MARCONDES,SP,Sudeste,12.9080,36.1871,3906
ALTAIR,SP,Sudeste,9.1293,41.1792,3837
ALTINOPOLIS,SP,Sudeste,9.2513,27.2666,15617
ALTO ALEGRE,SP,Sudeste,8.6545,28.2225,4090
ALUMINIO,SP,Sudeste,13.2798,28.7558,16961
ALVARES FLORENCE,SP,Sudeste,6.7927,25.7051,3865
ALVARES MACHADO,SP,Sudeste,17.8413,31.1986,23579
ALVARO DE CARVALHO,SP,Sudeste,21.3439,38.0440,4692
ALVINLANDIA,SP,Sudeste,11.0989,35.3870,3013
AMERICANA,SP,Sudeste,3.5068,23.3059,212791
AMERICO BRASILIENSE,SP,Sudeste,6.0191,42.0061,34954
AMERICO DE CAMPOS,SP,Sudeste,13.0061,22.9932,5715
AMPARO,SP,Sudeste,6.6777,17.5747,66246
ANALANDIA,SP,Sudeste,9.3886,16.4086,4348
ANDRADINA,SP,Sudeste,9.3584,30.8580,55348
ANGATUBA,SP,Sudeste,14.6608,33.1592,22434
ANHEMBI,SP,Sudeste,12.1896,15.5311,5739
ANHUMAS,SP,Sudeste,14.7314,26.7943,3764
APARECIDA,SP,Sudeste,10.6062,23.2354,35015
APARECIDA D OESTE,SP,Sudeste,19.0599,37.4782,4413
APIAI,SP,Sudeste,36.1882,47.1624,25040
ARACARIGUAMA,SP,Sudeste,15.5934,23.3928,17535
ARACATUBA,SP,Sudeste,7.5692,23.9253,182526
ARACOIABA DA SERRA,SP,Sudeste,3.6998,20.7057,27874
ARAMINA,SP,Sudeste,8.0655,38.9044,5182
ARANDU,SP,Sudeste,18.5361,31.6491,6128
ARAPEI,SP,Sudeste,21.6080,32.2711,2484
ARARAQUARA,SP,Sudeste,5.2058,28.8023,210673
ARARAS,SP,Sudeste,8.5707,18.1253,119968
ARCO IRIS,SP,Sudeste,21.4619,27.1131,1907
AREALVA,SP,Sudeste,11.6122,24.0308,7887
AREIAS,SP,Sudeste,29.0203,38.0384,3704
AREIOPOLIS,SP,Sudeste,8.7517,29.6574,10601
ARIRANHA,SP,Sudeste,5.8343,14.4182,8630
ARTUR NOGUEIRA,SP,Sudeste,8.9992,23.9662,45026
ARUJA,SP,Sudeste,20.2183,26.2900,76112
ASPASIA,SP,Sudeste,6.9421,37.3400,1806
ASSIS,SP,Sudeste,9.2090,25.2875,95750
ATIBAIA,SP,Sudeste,6.5575,14.1211,127778
AURIFLAMA,SP,Sudeste,1.3133,34.9540,14255
AVAI,SP,Sudeste,19.3342,27.7539,4987
AVANHANDAVA,SP,Sudeste,20.5604,32.9422,11501
AVARE,SP,Sudeste,9.1003,17.0809,83430
BADY BASSITT,SP,Sudeste,5.3291,27.7978,14838
BALBINOS,SP,Sudeste,18.2590,19.5481,3886
BALSAMO,SP,Sudeste,5.4486,17.6262,8223
BANANAL,SP,Sudeste,25.8910,33.1223,10263
BARAO DE ANTONINA,SP,Sudeste,25.2683,36.0522,3141
BARBOSA,SP,Sudeste,15.6997,29.6777,6652
BARIRI,SP,Sudeste,2.4119,13.8811,31852
BARRA BONITA,SP,Sudeste,7.3110,19.2723,35228
BARRA DO CHAPEU,SP,Sudeste,52.2597,66.2071,5275
BARRA DO TURVO,SP,Sudeste,29.9085,56.5602,7700
BARRETOS,SP,Sudeste,9.6453,25.7792,112730
BARRINHA,SP,Sudeste,14.9020,32.3541,28826
BARUERI,SP,Sudeste,11.5810,30.5171,243242
BASTOS,SP,Sudeste,5.6850,17.8235,20435
BATATAIS,SP,Sudeste,8.4273,25.1452,56888
BAURU,SP,Sudeste,10.7914,26.3462,346077
BEBEDOURO,SP,Sudeste,10.8566,23.6808,75052
BENTO DE ABREU,SP,Sudeste,12.5290,24.8860,2696
BERNARDINO DE CAMPOS,SP,Sudeste,10.5926,20.7794,10780
BERTIOGA,SP,Sudeste,13.5594,27.5179,48997
BILAC,SP,Sudeste,6.3127,18.2910,7122
BIRIGUI,SP,Sudeste,2.9552,19.0644,109836
BIRITIBA MIRIM,SP,Sudeste,24.2976,18.5015,28877
BOA ESPERANCA DO SUL,SP,Sudeste,16.7510,36.8443,13728
BOCAINA,SP,Sudeste,8.1848,14.0821,10968
BOFETE,SP,Sudeste,6.9216,30.7484,9792
BOITUVA,SP,Sudeste,10.2381,18.8288,49385
BOM JESUS DOS PERDOES,SP,Sudeste,22.8506,19.2181,20199
BOM SUCESSO DE ITARARE,SP,Sudeste,42.7851,46.1173,3598
BORA,SP,Sudeste,16.7364,37.4202,806
BORACEIA,SP,Sudeste,11.6242,29.2168,4309
BORBOREMA,SP,Sudeste,12.4005,19.1762,14632
BOREBI,SP,Sudeste,15.9772,26.7093,2321
BOTUCATU,SP,Sudeste,6.9583,19.3470,128789
BRAGANCA PAULISTA,SP,Sudeste,12.0419,13.9506,148411
BRAUNA,SP,Sudeste,9.3829,21.6399,5070
BREJO ALEGRE,SP,Sudeste,19.7287,43.8886,2594
BRODOWSKI,SP,Sudeste,7.6429,21.3717,21412
BROTAS,SP,Sudeste,9.3500,15.8428,21787
BURI,SP,Sudeste,31.0051,29.1416,18635
BURITAMA,SP,Sudeste,13.2563,33.1064,15539
BURITIZAL,SP,Sudeste,11.9446,22.4843,4083
CABRALIA PAULISTA,SP,Sudeste,12.4638,34.8145,4343
CABREUVA,SP,Sudeste,6.8268,25.0858,42257
CACAPAVA,SP,Sudeste,6.6965,19.0292,85414
CACHOEIRA PAULISTA,SP,Sudeste,19.2325,26.8531,30313
CACONDE,SP,Sudeste,23.4229,36.5784,18551
CAFELANDIA,SP,Sudeste,5.9065,21.5216,16670
CAIABU,SP,Sudeste,11.1511,45.3730,4072
CAIEIRAS,SP,Sudeste,4.9467,28.5348,87704
CAIUA,SP,Sudeste,22.9963,49.7714,5105
CAJAMAR,SP,Sudeste,28.0969,30.3244,65139
CAJATI,SP,Sudeste,25.8438,33.2673,28307
CAJOBI,SP,Sudeste,13.6554,28.4454,9814
CAJURU,SP,Sudeste,13.0254,30.3853,23571
CAMPINA DO MONTE ALEGRE,SP,Sudeste,19.8009,30.5050,5595
CAMPINAS,SP,Sudeste,6.4313,25.8099,1090386
CAMPO LIMPO PAULISTA,SP,Sudeste,9.1857,28.9054,74869
CAMPOS DO JORDAO,SP,Sudeste,12.5603,18.2143,48061
CAMPOS NOVOS PAULISTA,SP,Sudeste,16.3087,30.9471,4567
CANANEIA,SP,Sudeste,19.7122,27.7065,12221
CANAS,SP,Sudeste,34.9378,28.1870,4445
CANDIDO MOTA,SP,Sudeste,14.9361,23.8358,29931
CANDIDO RODRIGUES,SP,Sudeste,8.5253,23.3296,2673
CANITAR,SP,Sudeste,22.3317,26.2106,4438
CAPAO BONITO,SP,Sudeste,31.6471,26.8823,46136
CAPELA DO ALTO,SP,Sudeste,15.0954,25.2441,17785
CAPIVARI,SP,Sudeste,12.3534,15.0323,49122
CARAGUATATUBA,SP,Sudeste,11.4768,22.9663,102523
CARAPICUIBA,SP,Sudeste,9.9390,33.5948,371502
CARDOSO,SP,Sudeste,12.2158,34.6344,11821
CASA BRANCA,SP,Sudeste,13.9938,21.0580,28423
CASSIA DOS COQUEIROS,SP,Sudeste,15.1732,25.5507,2616
CASTILHO,SP,Sudeste,11.3853,42.9915,18238
CATANDUVA,SP,Sudeste,2.9199,19.2012,113356
CATIGUA,SP,Sudeste,7.5480,21.4138,7171
CEDRAL,SP,Sudeste,7.1128,19.6906,8070
CERQUEIRA CESAR,SP,Sudeste,12.1294,22.0459,17716
CERQUILHO,SP,Sudeste,2.8707,13.7388,40393
CESARIO LANGE,SP,Sudeste,12.4636,13.3562,15744
CHARQUEADA,SP,Sudeste,10.8090,17.5978,15243
CLEMENTINA,SP,Sudeste,7.5035,26.5743,7193
COLINA,SP,Sudeste,14.5304,30.1662,17426
COLOMBIA,SP,Sudeste,15.0996,33.6929,5998
CONCHAL,SP,Sudeste,18.4082,17.0922,25425
CONCHAS,SP,Sudeste,15.4348,23.4059,16395
CORDEIROPOLIS,SP,Sudeste,6.6116,20.0127,21348
COROADOS,SP,Sudeste,10.4891,25.9402,5302
CORONEL MACEDO,SP,Sudeste,23.1100,45.4405,4956
CORUMBATAI,SP,Sudeste,9.4806,16.2822,3881
COSMOPOLIS,SP,Sudeste,7.7611,31.9692,59938
COSMORAMA,SP,Sudeste,13.7622,28.3924,7202
COTIA,SP,Sudeste,5.6150,26.6717,205154
CRAVINHOS,SP,Sudeste,10.8724,16.7857,31943
CRISTAIS PAULISTA,SP,Sudeste,12.7723,24.2815,7666
CRUZALIA,SP,Sudeste,11.4249,28.2272,2249
CRUZEIRO,SP,Sudeste,11.7382,20.3307,77312
CUBATAO,SP,Sudeste,8.4165,36.9310,119520
CUNHA,SP,Sudeste,35.8574,43.2518,21773
DESCALVADO,SP,Sudeste,6.1754,13.5250,31220
DIADEMA,SP,Sudeste,13.2763,41.1808,388576
DIRCE REIS,SP,Sudeste,11.8846,38.6008,1695
DIVINOLANDIA,SP,Sudeste,16.8016,24.3086,11146
DOBRADA,SP,Sudeste,15.5812,34.3909,8011
DOIS CORREGOS,SP,Sudeste,15.4876,13.9399,24933
DOLCINOPOLIS,SP,Sudeste,9.1907,56.7325,2092
DOURADO,SP,Sudeste,10.7508,19.1025,8610
DRACENA,SP,Sudeste,6.5166,22.9437,43470
DUARTINA,SP,Sudeste,11.1938,24.4402,12234
DUMONT,SP,Sudeste,11.0831,19.9621,8284
ECHAPORA,SP,Sudeste,18.3350,29.7600,6279
ELDORADO,SP,Sudeste,40.8643,49.0629,14680
ELIAS FAUSTO,SP,Sudeste,16.2785,30.1767,15920
ELISIARIO,SP,Sudeste,5.4326,24.1430,3162
EMBAUBA,SP,Sudeste,5.4931,22.2888,2419
EMBU,SP,Sudeste,10.9432,33.8314,242730
EMBU GUACU,SP,Sudeste,20.9803,32.3784,63219
EMILIANOPOLIS,SP,Sudeste,16.2402,46.4212,3030
ENGENHEIRO COELHO,SP,Sudeste,14.0706,37.6652,16158
ESPIRITO SANTO DO PINHAL,SP,Sudeste,4.5542,15.5923,42017
ESPIRITO SANTO DO TURVO,SP,Sudeste,14.8855,46.2286,4288
ESTRELA D OESTE,SP,Sudeste,3.8799,24.6077,8205
ESTRELA DO NORTE,SP,Sudeste,10.0125,30.2218,2661
EUCLIDES DA CUNHA PAULISTA,SP,Sudeste,30.4084,56.2854,9537
FARTURA,SP,Sudeste,12.2807,25.1914,15344
FERNANDOPOLIS,SP,Sudeste,4.8601,35.6742,64931
FERNANDO PRESTES,SP,Sudeste,5.9935,24.8711,5542
FERNAO,SP,Sudeste,12.6459,27.0413,1574
FERRAZ DE VASCONCELOS,SP,Sudeste,10.1689,33.8826,170297
FLORA RICA,SP,Sudeste,17.2026,38.2308,1720
FLOREAL,SP,Sudeste,4.4280,31.1255,2987
FLORIDA PAULISTA,SP,Sudeste,17.6991,29.0743,12982
FLORINIA,SP,Sudeste,28.3439,36.2793,2807
FRANCA,SP,Sudeste,5.7847,22.1314,321012
FRANCISCO MORATO,SP,Sudeste,19.7606,41.5259,156064
FRANCO DA ROCHA,SP,Sudeste,12.3776,35.5637,133407
GABRIEL MONTEIRO,SP,Sudeste,4.8544,12.7541,2707
GALIA,SP,Sudeste,9.6064,29.7347,6947
GARCA,SP,Sudeste,13.3586,18.5913,43112
GASTAO VIDIGAL,SP,Sudeste,8.7774,44.3132,4240
GAVIAO PEIXOTO,SP,Sudeste,11.1778,39.4004,4442
GENERAL SALGADO,SP,Sudeste,6.6260,24.0776,10658
GETULINA,SP,Sudeste,16.2331,28.3272,10796
GLICERIO,SP,Sudeste,12.3856,36.8737,4576
GUAICARA,SP,Sudeste,10.1726,24.3024,10782
GUAIMBE,SP,Sudeste,19.5742,36.9004,5442
GUAIRA,SP,Sudeste,12.7452,32.6598,37619
GUAPIACU,SP,Sudeste,4.4320,26.8734,18160
GUAPIARA,SP,Sudeste,29.3911,50.5644,17866
GUARA,SP,Sudeste,20.9656,43.8119,19931
GUARACAI,SP,Sudeste,12.3990,31.4250,8400
GUARACI,SP,Sudeste,14.0467,39.5988,10063
GUARANI D OESTE,SP,Sudeste,19.7163,44.9393,1968
GUARANTA,SP,Sudeste,19.5373,31.2664,6411
GUARARAPES,SP,Sudeste,7.1650,25.4058,30732
GUARAREMA,SP,Sudeste,19.6546,23.0487,26147
GUARATINGUETA,SP,Sudeste,8.7090,19.2623,112675
GUAREI,SP,Sudeste,10.3551,29.0117,14901
GUARIBA,SP,Sudeste,15.2108,30.7485,35824
GUARUJA,SP,Sudeste,17.5713,32.5966,292744
GUARULHOS,SP,Sudeste,11.9510,26.1269,1233436
GUATAPARA,SP,Sudeste,11.1057,39.5474,7012
GUZOLANDIA,SP,Sudeste,12.7036,42.6260,4790
HERCULANDIA,SP,Sudeste,19.3064,36.1414,8751
HOLAMBRA,SP,Sudeste,4.8905,20.3539,11613
HORTOLANDIA,SP,Sudeste,13.5107,42.3695,195776
IACANGA,SP,Sudeste,10.9214,20.5639,10146
IACRI,SP,Sudeste,16.4344,24.5052,6392
IARAS,SP,Sudeste,37.4820,46.3853,6631
IBATE,SP,Sudeste,17.1364,22.6231,31062
IBIRA,SP,Sudeste,12.4314,21.1940,11008
IBIRAREMA,SP,Sudeste,16.7206,29.0081,6804
IBITINGA,SP,Sudeste,8.7261,22.6667,53660
IBIUNA,SP,Sudeste,11.3123,19.3639,71742
ICEM,SP,Sudeste,12.2363,35.3749,7515
IEPE,SP,Sudeste,18.3225,25.3741,7657
IGARACU DO TIETE,SP,Sudeste,13.5257,27.0956,23420
IGARAPAVA,SP,Sudeste,7.8394,34.6808,28108
IGARATA,SP,Sudeste,21.3243,21.6216,8873
IGUAPE,SP,Sudeste,29.8700,35.8358,28950
ILHABELA,SP,Sudeste,5.8680,17.9111,28761
ILHA COMPRIDA,SP,Sudeste,28.1672,30.0474,9204
ILHA SOLTEIRA,SP,Sudeste,4.4342,29.1196,25146
INDAIATUBA,SP,Sudeste,2.7148,24.5303,205808
INDIANA,SP,Sudeste,14.6067,27.6516,4817
INDIAPORA,SP,Sudeste,15.6228,45.7421,3892
INUBIA PAULISTA,SP,Sudeste,10.3653,19.5652,3654
IPAUSSU,SP,Sudeste,13.6740,20.7166,13749
IPERO,SP,Sudeste,9.0816,31.8164,29062
IPEUNA,SP,Sudeste,8.7177,18.5968,6145
IPIGUA,SP,Sudeste,8.6625,27.9204,4539
IPORANGA,SP,Sudeste,35.9968,58.0873,4279
IPUA,SP,Sudeste,14.8436,41.6521,14323
IRACEMAPOLIS,SP,Sudeste,7.7428,22.5946,20373
IRAPUA,SP,Sudeste,12.7224,26.5550,7323
IRAPURU,SP,Sudeste,19.1892,32.0393,7815
ITABERA,SP,Sudeste,24.6652,41.2718,17778
ITAI,SP,Sudeste,19.7847,30.6756,24236
ITAJOBI,SP,Sudeste,10.2532,14.4421,14582
ITAJU,SP,Sudeste,12.6283,21.0996,3293
ITANHAEM,SP,Sudeste,22.7088,28.7942,88214
ITAOCA,SP,Sudeste,34.8133,54.6587,3229
ITAPECERICA DA SERRA,SP,Sudeste,12.9589,34.3425,154374
ITAPETININGA,SP,Sudeste,12.7360,17.6542,145822
ITAPEVA,SP,Sudeste,17.9024,23.5881,88129
ITAPEVI,SP,Sudeste,16.8408,38.7764,203712
ITAPIRA,SP,Sudeste,5.4562,13.8390,68934
ITAPIRAPUA PAULISTA,SP,Sudeste,44.2623,50.5145,3904
ITAPOLIS,SP,Sudeste,4.7922,20.5551,40228
ITAPORANGA,SP,Sudeste,25.1159,28.9107,14564
ITAPUI,SP,Sudeste,9.9165,19.0238,12312
ITAPURA,SP,Sudeste,29.2593,53.8920,4397
ITAQUAQUECETUBA,SP,Sudeste,17.4239,36.3008,325518
ITARARE,SP,Sudeste,18.4838,20.8942,48040
ITARIRI,SP,Sudeste,20.8315,34.0711,15614
ITATIBA,SP,Sudeste,5.4338,13.8001,103028
ITATINGA,SP,Sudeste,9.2266,17.4140,18253
ITIRAPINA,SP,Sudeste,12.3441,27.8076,15731
ITIRAPUA,SP,Sudeste,22.6636,37.2629,5953
ITOBI,SP,Sudeste,13.6801,35.8053,7553
ITU,SP,Sudeste,11.4530,17.7284,155589
ITUPEVA,SP,Sudeste,7.2578,26.2248,46294
ITUVERAVA,SP,Sudeste,10.1087,30.4679,38882
JABORANDI,SP,Sudeste,17.0949,40.5758,6605
JABOTICABAL,SP,Sudeste,12.1773,17.8021,71989
JACAREI,SP,Sudeste,8.5109,21.4154,212744
JACI,SP,Sudeste,7.9157,25.0824,5776
JACUPIRANGA,SP,Sudeste,22.2432,27.2826,17221
JAGUARIUNA,SP,Sudeste,5.9505,18.6411,45441
JALES,SP,Sudeste,9.9638,27.3588,47076
JAMBEIRO,SP,Sudeste,11.9539,19.2584,5454
JANDIRA,SP,Sudeste,11.0893,33.0503,109614
JARDINOPOLIS,SP,Sudeste,8.1732,23.6567,38194
JARINU,SP,Sudeste,14.0420,24.4944,24370
JAU,SP,Sudeste,5.3144,14.7948,132494
JERIQUARA,SP,Sudeste,17.9381,36.4986,3151
JOANOPOLIS,SP,Sudeste,7.6330,16.6292,11873
JOAO RAMALHO,SP,Sudeste,14.2191,32.8285,4174
JOSE BONIFACIO,SP,Sudeste,5.4182,23.5586,33074
JULIO MESQUITA,SP,Sudeste,21.9956,35.4265,4451
JUMIRIM,SP,Sudeste,9.3677,14.7936,2845
JUNDIAI,SP,Sudeste,4.7631,19.5607,373713
JUNQUEIROPOLIS,SP,Sudeste,11.7352,25.6207,18859
JUQUIA,SP,Sudeste,23.3395,29.7233,19149
JUQUITIBA,SP,Sudeste,31.7619,34.9451,28912
LAGOINHA,SP,Sudeste,18.3481,23.9352,4833
LARANJAL PAULISTA,SP,Sudeste,11.3900,14.3235,25490
LAVINIA,SP,Sudeste,13.0312,40.2083,9060
LAVRINHAS,SP,Sudeste,16.0301,28.0119,6635
LEME,SP,Sudeste,7.9722,21.1889,92601
LENCOIS PAULISTA,SP,Sudeste,5.5528,14.4940,61919
LIMEIRA,SP,Sudeste,9.5842,19.9693,278093
LINDOIA,SP,Sudeste,8.5250,14.3209,6814
LINS,SP,Sudeste,7.9097,15.2607,71853
LORENA,SP,Sudeste,13.7992,20.2308,82887
LOURDES,SP,Sudeste,10.6592,37.5687,2138
LOUVEIRA,SP,Sudeste,6.1171,21.8330,38140
LUCELIA,SP,Sudeste,13.8625,29.2476,20003
LUCIANOPOLIS,SP,Sudeste,8.1690,36.0482,2257
LUIS ANTONIO,SP,Sudeste,16.1994,33.6858,11603
LUIZIANIA,SP,Sudeste,11.8666,28.0084,5089
LUPERCIO,SP,Sudeste,13.2530,29.5602,4363
LUTECIA,SP,Sudeste,16.8478,32.6902,2700
MACATUBA,SP,Sudeste,3.9363,21.2033,16298
MACAUBAL,SP,Sudeste,8.9352,17.4050,7685
MACEDONIA,SP,Sudeste,11.5538,36.4069,3657
MAGDA,SP,Sudeste,9.6576,33.8335,3184
MAIRINQUE,SP,Sudeste,12.3363,29.0852,43473
MAIRIPORA,SP,Sudeste,15.2212,21.0737,82556
MANDURI,SP,Sudeste,7.6339,20.7876,9048
MARABA PAULISTA,SP,Sudeste,26.1576,45.4507,4898
MARACAI,SP,Sudeste,11.7607,32.5330,13358
MARAPOAMA,SP,Sudeste,10.5737,17.9752,2664
MARIAPOLIS,SP,Sudeste,15.1118,41.5262,3921
MARILIA,SP,Sudeste,9.6033,16.9796,218229
MARINOPOLIS,SP,Sudeste,10.8696,30.4721,2107
MARTINOPOLIS,SP,Sudeste,12.0314,21.9723,24363
MATAO,SP,Sudeste,6.9850,25.8683,77173
MAUA,SP,Sudeste,6.5992,30.9433,421184
MENDONCA,SP,Sudeste,3.2154,40.0323,4708
MERIDIANO,SP,Sudeste,10.8558,42.3208,3842
MESOPOLIS,SP,Sudeste,14.1975,33.1687,1883
MIGUELOPOLIS,SP,Sudeste,16.9552,40.4923,20561
MINEIROS DO TIETE,SP,Sudeste,12.7961,19.2188,12087
MIRACATU,SP,Sudeste,35.1792,40.3640,20455
MIRA ESTRELA,SP,Sudeste,9.0821,45.7590,2838
MIRANDOPOLIS,SP,Sudeste,12.7982,23.7973,27602
MIRANTE DO PARANAPANEMA,SP,Sudeste,22.6941,47.0078,17124
MIRASSOL,SP,Sudeste,6.6037,25.7835,54212
MIRASSOLANDIA,SP,Sudeste,12.3142,26.2452,4338
MOCOCA,SP,Sudeste,11.1812,20.6885,66345
MOGI DAS CRUZES,SP,Sudeste,17.7584,21.9629,392196
MOGI GUACU,SP,Sudeste,6.0419,24.2256,138245
MOJI MIRIM,SP,Sudeste,4.6305,14.6711,86892
MOMBUCA,SP,Sudeste,22.1041,19.6185,3279
MONCOES,SP,Sudeste,4.4118,25.3879,2138
MONGAGUA,SP,Sudeste,24.0266,31.6954,47153
MONTE ALEGRE DO SUL,SP,Sudeste,6.0503,17.3024,7216
MONTE ALTO,SP,Sudeste,5.7871,17.1704,46875
MONTE APRAZIVEL,SP,Sudeste,6.9588,23.4136,22002
MONTE AZUL PAULISTA,SP,Sudeste,8.3901,24.4981,18884
MONTE CASTELO,SP,Sudeste,10.9993,49.2390,4062
MONTEIRO LOBATO,SP,Sudeste,15.7303,25.1596,4159
MONTE MOR,SP,Sudeste,18.4320,37.5389,49841
MORRO AGUDO,SP,Sudeste,15.6716,31.2392,29400
MORUNGABA,SP,Sudeste,10.4291,15.5437,11912
MOTUCA,SP,Sudeste,12.1592,42.6242,4323
MURUTINGA DO SUL,SP,Sudeste,18.2766,33.3863,4203
NANTES,SP,Sudeste,17.1598,48.5616,2741
NARANDIBA,SP,Sudeste,17.8144,38.9653,4330
NATIVIDADE DA SERRA,SP,Sudeste,16.9231,30.1508,6657
NAZARE PAULISTA,SP,Sudeste,16.9201,20.1249,16568
NEVES PAULISTA,SP,Sudeste,7.6069,28.0745,8762
NHANDEARA,SP,Sudeste,7.1681,19.3444,10766
NIPOA,SP,Sudeste,12.7522,22.9725,4352
NOVA ALIANCA,SP,Sudeste,9.7782,29.9494,5978
NOVA CAMPINA,SP,Sudeste,33.2364,52.7568,8609
NOVA CANAA PAULISTA,SP,Sudeste,12.0805,44.5479,2086
NOVA CASTILHO,SP,Sudeste,4.4737,25.4237,1136
NOVA EUROPA,SP,Sudeste,6.8713,34.6939,9453
NOVA GRANADA,SP,Sudeste,7.8479,32.8511,19346
NOVA GUATAPORANGA,SP,Sudeste,9.8684,46.8481,2184
NOVA INDEPENDENCIA,SP,Sudeste,15.9708,34.2973,3146
NOVAIS,SP,Sudeste,7.2593,25.1763,4697
NOVA LUZITANIA,SP,Sudeste,10.4839,40.4816,3495
NOVA ODESSA,SP,Sudeste,4.6475,30.6639,51946
NOVO HORIZONTE,SP,Sudeste,10.2069,21.1831,36913
NUPORANGA,SP,Sudeste,7.1000,22.3457,6856
OCAUCU,SP,Sudeste,17.7892,33.3199,4163
OLEO,SP,Sudeste,14.1603,21.2106,2649
OLIMPIA,SP,Sudeste,10.2033,24.8084,50332
ONDA VERDE,SP,Sudeste,8.4448,29.1888,3921
ORIENTE,SP,Sudeste,14.3228,26.7725,6120
ORINDIUVA,SP,Sudeste,7.2829,28.8968,5792
ORLANDIA,SP,Sudeste,4.6681,22.1861,40071
OSASCO,SP,Sudeste,11.4263,27.8276,667826
OSCAR BRESSANE,SP,Sudeste,13.4174,23.5764,2536
OSVALDO CRUZ,SP,Sudeste,13.0678,20.0748,31015
OURINHOS,SP,Sudeste,5.9399,23.1612,103739
OUROESTE,SP,Sudeste,12.3741,37.8697,8568
OURO VERDE,SP,Sudeste,20.8706,45.7054,7851
PACAEMBU,SP,Sudeste,8.9139,26.6008,13281
PALESTINA,SP,Sudeste,11.5456,28.5596,11201
PALMARES PAULISTA,SP,Sudeste,8.0025,25.0381,11126
PALMEIRA D OESTE,SP,Sudeste,11.3878,39.5224,9528
PALMITAL,SP,Sudeste,16.0480,23.0794,21224
PANORAMA,SP,Sudeste,17.1780,32.3219,14655
PARAGUACU PAULISTA,SP,Sudeste,16.1946,33.3485,42483
PARAIBUNA,SP,Sudeste,17.1953,30.3339,17418
PARAISO,SP,Sudeste,7.3196,20.7673,5934
PARANAPANEMA,SP,Sudeste,20.3660,42.2065,17985
PARANAPUA,SP,Sudeste,13.2716,39.0795,3830
